Negeri,PPD,KodSekolah,NamaSekolah,L,P,J
SELANGOR,PPD SEPANG,BBC9403,SJK(C) SEPANG,105,87,192
SELANGOR,PPD SEPANG,BBC9404,SJK(C) SIN MING,952,957,1909
SELANGOR,PPD SEPANG,BBC9405,SJK(C) TCHE MIN,153,129,282
SELANGOR,PPD SEPANG,BBC9406,SJK(C) WAH LIAN,221,193,414
SELANGOR,PPD SEPANG,BBD9452,SJK(T) LADANG AMPAR TENANG,33,35,68
SELANGOR,PPD SEPANG,BBD9453,SJK(T) LADANG BUTE,17,12,29
SELANGOR,PPD SEPANG,BBD9454,SJK(T) BANDAR BARU SALAK TINGGI,150,147,297
SELANGOR,PPD SEPANG,BBD9455,SJK(T) DENGKIL,134,145,279
SELANGOR,PPD SEPANG,BBD9457,SJK(T) TAMAN PERMATA,84,91,175
SELANGOR,PPD SEPANG,BBD9458,SJK(T) SEPANG,110,146,256
SELANGOR,PPD SEPANG,BBD9460,SJK(T) TELUK MERBAU,194,193,387
SELANGOR,PPD SEPANG,BBD9461,SJK(T) LDG WEST COUNTRY 'BARAT',45,46,91
SELANGOR,PPD SEPANG,BEA9601,SMK SUNGAI RAWANG,275,293,568
SELANGOR,PPD SEPANG,BEA9602,SMK SERI SEPANG,1025,962,1987
SELANGOR,PPD SEPANG,BEA9604,SMK BANDAR BARU SALAK TINGGI,933,1013,1946
SELANGOR,PPD SEPANG,BEA9607,SMK SERI PUTERI (SMBP),0,867,867
SELANGOR,PPD SEPANG,BEA9609,SMK CYBERJAYA,448,444,892
SELANGOR,PPD SEPANG,BEA9610,SMK PANTAI SEPANG PUTRA,298,308,606
SELANGOR,PPD SEPANG,BEA9611,SMK PUTRA PERDANA,1195,1202,2397
SELANGOR,PPD SEPANG,BEA9612,SMK DATO' ABU BAKAR BAGINDA,654,577,1231
SELANGOR,PPD SEPANG,BEB9651,SMK SUNGAI PELEK,810,806,1616
SELANGOR,PPD SEPANG,BEB9701,SMK DENGKIL,747,749,1496
SELANGOR,PPD SEPANG,BFT9001,SAM SUNGAI MERAB LUAR,254,296,550
SELANGOR,PPD SEPANG,BFT9002,SAM BANDAR BARU SALAK TINGGI,379,471,850
SELANGOR,PPD SEPANG,BHA9001,SM VOKASIONAL SEPANG,168,124,292
